original_message,property_type,area_sqft,price,price_unit,rent,rent_unit,location,furnishing,transaction_type,contact,is_real_estate,price_lakhs,rent_thousands,bhk_number,price_category,rent_category
"4BHK in Powai. 3500 sqft, 7Cr. Luxury apartment, all amenities. Premium society. WhatsApp: 9898778901",4,3500.0,70000000.0,CR,,,Powai,,sale,9898778901,True,700.0,,4.0,5Cr+,
"1RK in Lokhandwala. 660 sqft, 35k rent. Fully furnished, all utilities. Good for professionals. Contact: 9811178901",1,660.0,,,35000.0,K,Lokhandwala,,rent,9811178901,True,,35.0,1.0,,20-40k
"2BHK in Kandivali. 1120 sqft, 56k rent. 16th floor, park view. Family preferred. Call: 9822278901",2,1120.0,,,56000.0,K,Kandivali,,rent,9822278901,True,,56.0,2.0,,40-60k
"3BHK in Juhu. 3100 sqft, 5.2Cr sale. Beach facing, premium finishes. Exclusive location. WhatsApp: 9833378901",3,3100.0,52000000.0,CR,,,Juhu,,sale,9833378901,True,520.0,,3.0,5Cr+,
"Commercial in Lower Parel. 2200 sqft, 1.35L rent. Premium building, all facilities. Corporate standards. Contact: 9844478901",,2200.0,,,135000.0,L,Lower Parel,,rent,9844478901,True,,135.0,,,1L+
"2BHK in Malad. 1160 sqft, 1.26Cr. 18 years old, good condition. Loan available. Call: 9855578901",2,1160.0,12600000.0,CR,,,Malad,,sale,9855578901,True,126.0,,2.0,1-2Cr,
"3BHK in Andheri. 1640 sqft, 87k rent. Fully furnished, modern appliances. Family only. WhatsApp: 9866678901",3,1640.0,,,87000.0,K,Andheri,,rent,9866678901,True,,87.0,3.0,,60k-1L
"1BHK in Thane. 900 sqft, 88L. Ready possession, RERA approved. Immediate booking. Builder: 9877778901",1,900.0,,,,,Thane,,,9877778901,True,,,1.0,,
"Warehouse in Bhiwandi. 13000 sqft, 4L rent. G+12, heavy power, security. Industrial zone. Owner: 9888878901",,13000.0,,,400000.0,L,Bhiwandi,,rent,9888878901,True,,400.0,,,1L+
"4BHK in Worli. 4000 sqft, 11.6Cr. Sea facing, luxury amenities, 4 parking. Ultra premium. Agent: 9899978901",4,4000.0,116000000.0,CR,,,Worli,,sale,9899978901,True,1160.0,,4.0,5Cr+,
"Retail in Bandra. 700 sqft, 98k rent. High street, good footfall. Established location. Contact: 9812389012",,700.0,,,98000.0,K,Bandra,,rent,9812389012,True,,98.0,,,60k-1L
"2BHK in Goregaon. 1180 sqft, 66k rent. 15th floor, corner location. Good society. Call: 9823489012",2,1180.0,,,66000.0,K,Goregaon,,rent,9823489012,True,,66.0,2.0,,60k-1L
"3BHK in Chembur. 1520 sqft, 1.42Cr sale. Ready to move, well maintained. Near station. WhatsApp: 9876589012",3,1520.0,14200000.0,CR,,,Chembur,,sale,9876589012,True,142.0,,3.0,1-2Cr,
"1BHK in Borivali. 880 sqft, 49k rent. 14th floor, renovated. Good for family. Contact: 9898789012",1,880.0,,,49000.0,K,Borivali,,rent,9898789012,True,,49.0,1.0,,40-60k
"3BHK service in South Mumbai. 2500 sqft, 2L rent. All inclusive, premium service. Minimum 1 year: 9811189012",3,2500.0,,,200000.0,L,,,rent,9811189012,True,,200.0,3.0,,1L+
"1RK PG in Andheri. 580 sqft, 29k with food. AC, attached bath, Wi-Fi. Professionals only. Call: 9822289012",1,580.0,,,,,Andheri,,,9822289012,True,,,1.0,,
"2BHK auction in Panvel. 1380 sqft, 1.25Cr. Bank property, clear title. Good potential. Contact: 9844489012",2,1380.0,12500000.0,CR,,,,,sale,9844489012,True,125.0,,2.0,1-2Cr,
"3BHK in Seawoods. 2080 sqft, 3.75Cr. High floor, sea view, premium amenities. Ready: 9855589012",3,2080.0,37500000.0,CR,,,Seawoods,,sale,9855589012,True,375.0,,3.0,2-5Cr,
"Shop in Vashi. 840 sqft, 94k rent. Prime location, good visibility. Established market. Call: 9866689012",,840.0,,,94000.0,K,Vashi,,rent,9866689012,True,,94.0,,,60k-1L
"1BHK in Santacruz. 780 sqft, 51k rent. 16th floor, semi-furnished. Near airport. WhatsApp: 9877789012",1,780.0,,,51000.0,K,Santacruz,,rent,9877789012,True,,51.0,1.0,,40-60k
"2BHK in Vile Parle. 1060 sqft, 62k rent. 11th floor, separate entrance. Good for clinic. Contact: 9888889012",2,1060.0,,,62000.0,K,Vile Parle,,rent,9888889012,True,,62.0,2.0,,60k-1L
"3BHK in Bandra. 2300 sqft, 3.05Cr sale. Renovated, modern kitchen, 3 bathrooms. Premium: 9899989012",3,2300.0,30500000.0,CR,,,Bandra,,sale,9899989012,True,305.0,,3.0,2-5Cr,
"Office in Andheri. 1950 sqft, 1.22L rent. IT park, modern facilities. Suitable for startup. Call: 9812390123",,1950.0,,,122000.0,L,Andheri,,rent,9812390123,True,,122.0,,,1L+
"4BHK in Powai. 3550 sqft, 7.1Cr. Luxury apartment, all amenities. Premium society. WhatsApp: 9823490123",4,3550.0,71000000.0,CR,,,Powai,,sale,9823490123,True,710.0,,4.0,5Cr+,
"1RK in Lokhandwala. 680 sqft, 36k rent. Fully furnished, all utilities. Good for professionals. Contact: 9876590123",1,680.0,,,36000.0,K,Lokhandwala,,rent,9876590123,True,,36.0,1.0,,20-40k
"2BHK in Kandivali. 1140 sqft, 57k rent. 17th floor, park view. Family preferred. Call: 9898790123",2,1140.0,,,57000.0,K,Kandivali,,rent,9898790123,True,,57.0,2.0,,40-60k
"3BHK in Juhu. 3150 sqft, 5.3Cr sale. Beach facing, premium finishes. Exclusive location. WhatsApp: 9811190123",3,3150.0,53000000.0,CR,,,Juhu,,sale,9811190123,True,530.0,,3.0,5Cr+,
"Commercial in Lower Parel. 2250 sqft, 1.38L rent. Premium building, all facilities. Corporate standards. Contact: 9822290123",,2250.0,,,138000.0,L,Lower Parel,,rent,9822290123,True,,138.0,,,1L+
"2BHK in Malad. 1180 sqft, 1.28Cr. 19 years old, good condition. Loan available. Call: 9833390123",2,1180.0,12800000.0,CR,,,Malad,,sale,9833390123,True,128.0,,2.0,1-2Cr,
"3BHK in Andheri. 1660 sqft, 88k rent. Fully furnished, modern appliances. Family only. WhatsApp: 9844490123",3,1660.0,,,88000.0,K,Andheri,,rent,9844490123,True,,88.0,3.0,,60k-1L
"1BHK in Thane. 920 sqft, 89L. Ready possession, RERA approved. Immediate booking. Builder: 9855590123",1,920.0,,,,,Thane,,,9855590123,True,,,1.0,,
"Warehouse in Bhiwandi. 13500 sqft, 4.1L rent. G+13, heavy power, security. Industrial zone. Owner: 9866690123",,13500.0,,,409999.99999999994,L,Bhiwandi,,rent,9866690123,True,,409.99999999999994,,,1L+
"4BHK in Worli. 4050 sqft, 11.8Cr. Sea facing, luxury amenities, 4 parking. Ultra premium. Agent: 9877790123",4,4050.0,118000000.0,CR,,,Worli,,sale,9877790123,True,1180.0,,4.0,5Cr+,
"Retail in Bandra. 720 sqft, 99k rent. High street, good footfall. Established location. Contact: 9888890123",,720.0,,,99000.0,K,Bandra,,rent,9888890123,True,,99.0,,,60k-1L
"2BHK in Goregaon. 1200 sqft, 67k rent. 16th floor, corner flat. Good society. Call: 9899990123",2,1200.0,,,67000.0,K,Goregaon,,rent,9899990123,True,,67.0,2.0,,60k-1L
"3BHK in Chembur. 1540 sqft, 1.4Cr sale. Ready to move, well maintained. Near highway. WhatsApp: 9812301234",3,1540.0,14000000.0,CR,,,Chembur,,sale,9812301234,True,140.0,,3.0,1-2Cr,
"1BHK in Borivali. 900 sqft, 50k rent. 15th floor, renovated. Good for family. Contact: 9823401234",1,900.0,,,50000.0,K,Borivali,,rent,9823401234,True,,50.0,1.0,,40-60k
"3BHK service in South Mumbai. 2550 sqft, 2.02L rent. All inclusive, premium service. Minimum 1 year: 9876501234",3,2550.0,,,202000.0,L,,,rent,9876501234,True,,202.0,3.0,,1L+
"1RK PG in Andheri. 600 sqft, 30k with food. AC, attached bath, Wi-Fi. Professionals only. Call: 9898701234",1,600.0,,,,,Andheri,,,9898701234,True,,,1.0,,
"2BHK auction in Kharghar. 1400 sqft, 1.28Cr. Bank property, clear title. Good investment. Contact: 9822201234",2,1400.0,12800000.0,CR,,,,,sale,9822201234,True,128.0,,2.0,1-2Cr,
